Node_ID,Hostname,Rack_Location,Manufacturer,Model,CPU_Model,CPU_Count,CPU_Cores_Total,RAM_GB,GPU_Model,GPU_Count,GPU_Memory_Total_GB,Local_Storage,Local_Storage_TB,Network_HCA,BMC_IP,OS_Version,Kernel,Date_Commissioned,Warranty_Expiry,Status,Firmware_BIOS,Power_Supply_W,Serial_Number,Asset_Tag,Purchase_Order,Measured_Idle_W,Measured_Peak_W,_Sheet,Log_ID,Date,Category,Component,Description,Parts_Used,Part_Serial,Cost_Parts,Cost_Labor,Total_Cost,Downtime_Hours,Technician,Work_Order,GPU_Slot,GPU_Serial,GPU_Memory_GB,Manufacturing_Date,Firmware,ECC_Correctable,ECC_Uncorrectable,Temp_Max_C,Power_Max_W,GPU_Hours,SM_Util_Avg,Mem_Util_Avg,PCIe_Replay,XID_Errors_30d,NVLink_Errors,Port,Switch,Switch_Port,Speed,Cable,Length,Serial,Signal_dB,Error_Rate,Current,Latest,Update,Last_Updated,CVE,Month,Avg_Power_W,Peak_Power_W,Idle_Power_W,Utilization_PCT,kWh_Total,Depreciation_Years,Annual_Depreciation
hpc-gpu-011,gpu011.whpc.westfield.edu,RowA-Rack02-U05,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.100.20,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2020-01-22,2023-01-21,Active,2.9.1,2000.0,SN-XE8545-864469,WU-IT-20010,PO-2020-HPC-001,810.0,5129.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-012,gpu012.whpc.westfield.edu,RowA-Rack02-U07,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.100.21,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2021-12-23,2024-12-22,Active,2.9.1,2000.0,SN-XE8545-302283,WU-IT-20011,PO-2020-HPC-001,872.0,5125.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-013,gpu013.whpc.westfield.edu,RowA-Rack02-U09,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.100.22,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2021-04-20,2024-04-19,Active,2.9.2,2000.0,SN-XE8545-453531,WU-IT-20012,PO-2020-HPC-001,846.0,5054.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-014,gpu014.whpc.westfield.edu,RowA-Rack02-U11,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.100.23,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2022-01-09,2025-01-08,Active,2.8.1,2000.0,SN-XE8545-707086,WU-IT-20013,PO-2020-HPC-001,836.0,5258.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-015,gpu015.whpc.westfield.edu,RowA-Rack02-U13,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.100.24,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2022-02-22,2025-02-21,Active,2.11.0,2000.0,SN-XE8545-336584,WU-IT-20014,PO-2020-HPC-001,824.0,5023.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-016,gpu016.whpc.westfield.edu,RowA-Rack02-U15,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.100.25,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2022-05-26,2025-05-25,Active,2.10.0,2000.0,SN-XE8545-220151,WU-IT-20015,PO-2020-HPC-001,803.0,4980.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-017,gpu017.whpc.westfield.edu,RowA-Rack03-U01,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.100.26,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2020-03-23,2023-03-23,Active,2.10.2,2000.0,SN-XE8545-401648,WU-IT-20016,PO-2020-HPC-001,877.0,5201.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-018,gpu018.whpc.westfield.edu,RowA-Rack03-U03,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.100.27,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2021-02-02,2024-02-02,Active,2.8.1,2000.0,SN-XE8545-388998,WU-IT-20017,PO-2020-HPC-001,869.0,5136.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-019,gpu019.whpc.westfield.edu,RowA-Rack03-U05,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.100.28,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2020-08-08,2023-08-08,Active,2.11.1,2000.0,SN-XE8545-938688,WU-IT-20018,PO-2020-HPC-001,844.0,5038.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-020,gpu020.whpc.westfield.edu,RowA-Rack03-U07,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.100.29,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2022-01-17,2025-01-16,Active,2.8.2,2000.0,SN-XE8545-556551,WU-IT-20019,PO-2020-HPC-001,863.0,4847.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-021,gpu021.whpc.westfield.edu,RowA-Rack03-U09,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.100.30,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2022-01-28,2025-01-27,Active,2.8.2,2000.0,SN-XE8545-572525,WU-IT-20020,PO-2020-HPC-001,864.0,5210.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-022,gpu022.whpc.westfield.edu,RowA-Rack03-U11,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.100.31,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2021-06-06,2024-06-05,Active,2.10.1,2000.0,SN-XE8545-715270,WU-IT-20021,PO-2020-HPC-001,845.0,4955.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-023,gpu023.whpc.westfield.edu,RowA-Rack03-U13,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.100.32,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2021-12-11,2024-12-10,Active,2.10.2,2000.0,SN-XE8545-222096,WU-IT-20022,PO-2020-HPC-001,852.0,4801.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-024,gpu024.whpc.westfield.edu,RowA-Rack03-U15,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.100.33,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2022-01-23,2025-01-22,Active,2.8.2,2000.0,SN-XE8545-827270,WU-IT-20023,PO-2020-HPC-001,894.0,5022.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-025,gpu025.whpc.westfield.edu,RowB-Rack01-U01,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.101.10,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2020-02-25,2023-02-24,Active,2.8.2,2000.0,SN-XE8545-961882,WU-IT-20024,PO-2020-HPC-001,871.0,5154.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-026,gpu026.whpc.westfield.edu,RowB-Rack01-U03,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.101.11,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2021-12-02,2024-12-01,Active,2.8.1,2000.0,SN-XE8545-542296,WU-IT-20025,PO-2020-HPC-001,846.0,4956.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-027,gpu027.whpc.westfield.edu,RowB-Rack01-U05,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.101.12,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2021-10-01,2024-09-30,Active,2.11.1,2000.0,SN-XE8545-252906,WU-IT-20026,PO-2020-HPC-001,826.0,5046.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-028,gpu028.whpc.westfield.edu,RowB-Rack01-U07,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.101.13,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2021-05-07,2024-05-06,Active,2.10.1,2000.0,SN-XE8545-910208,WU-IT-20027,PO-2020-HPC-001,875.0,4903.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-029,gpu029.whpc.westfield.edu,RowB-Rack01-U09,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.101.14,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2021-10-14,2024-10-13,Active,2.11.0,2000.0,SN-XE8545-679304,WU-IT-20028,PO-2020-HPC-001,823.0,5024.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-030,gpu030.whpc.westfield.edu,RowB-Rack01-U11,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.101.15,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2021-03-06,2024-03-05,Active,2.8.1,2000.0,SN-XE8545-890180,WU-IT-20029,PO-2020-HPC-001,817.0,5237.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-031,gpu031.whpc.westfield.edu,RowB-Rack01-U13,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.101.16,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2021-11-14,2024-11-13,Active,2.10.2,2000.0,SN-XE8545-979989,WU-IT-20030,PO-2020-HPC-001,859.0,4881.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-032,gpu032.whpc.westfield.edu,RowB-Rack01-U15,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.101.17,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2021-12-12,2024-12-11,Active,2.8.1,2000.0,SN-XE8545-539792,WU-IT-20031,PO-2020-HPC-001,824.0,4976.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-033,gpu033.whpc.westfield.edu,RowB-Rack02-U01,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.101.18,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2022-04-06,2025-04-05,Active,2.9.2,2000.0,SN-XE8545-516880,WU-IT-20032,PO-2020-HPC-001,836.0,5087.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-034,gpu034.whpc.westfield.edu,RowB-Rack02-U03,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.101.19,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2022-01-25,2025-01-24,Active,2.8.0,2000.0,SN-XE8545-357426,WU-IT-20033,PO-2020-HPC-001,860.0,5396.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-035,gpu035.whpc.westfield.edu,RowB-Rack02-U05,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.101.20,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2022-01-19,2025-01-18,Active,2.11.1,2000.0,SN-XE8545-580671,WU-IT-20034,PO-2020-HPC-001,827.0,5125.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-036,gpu036.whpc.westfield.edu,RowB-Rack02-U07,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.101.21,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2020-07-22,2023-07-22,Active,2.10.0,2000.0,SN-XE8545-911774,WU-IT-20035,PO-2020-HPC-001,845.0,5310.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-037,gpu037.whpc.westfield.edu,RowB-Rack02-U09,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.101.22,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2021-09-21,2024-09-20,Active,2.9.1,2000.0,SN-XE8545-658986,WU-IT-20036,PO-2020-HPC-001,865.0,5181.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
hpc-gpu-038,gpu038.whpc.westfield.edu,RowB-Rack02-U11,Dell,PowerEdge XE8545,"AMD EPYC 7763 (64C/128T, 2.45GHz)",2.0,128.0,1024.0,NVIDIA A100 80GB SXM4,8.0,640.0,2x 1.92TB NVMe PM9A3,3.84,Mellanox ConnectX-6 HDR 200Gb/s,10.0.101.23,Rocky Linux 8.7,4.18.0-425.19.2.el8_7.x86_64,2020-08-08,2023-08-08,Active,2.11.2,2000.0,SN-XE8545-151663,WU-IT-20037,PO-2020-HPC-001,852.0,5024.0,Cluster Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0
