Timestamp,Node_ID,Avg_Power_W,GPU_Util_PCT,CPU_Util_PCT,Mem_Used_GB,Fan_RPM,Inlet_Temp_C
2026-06-01 02:00,infra-004,1267,0.0,38.3,68,11574,19.9
2026-06-01 02:00,infra-014,1138,0.0,49.6,120,5493,25.7
2026-06-01 03:00,hpc-gpu-007,3359,59.8,78.9,285,6325,20.1
2026-06-01 03:00,hpc-gpu-017,3450,60.7,85.9,856,7838,23.7
2026-06-01 03:00,hpc-gpu-026,2721,44.5,25.6,224,8281,22.0
2026-06-01 03:00,hpc-gpu-036,2143,30.2,71.2,735,10879,20.9
2026-06-01 03:00,hpc-gpu-045,3645,65.9,59.9,829,11983,25.5
2026-06-01 03:00,hpc-gpu-055,3690,65.8,57.6,887,10817,27.1
2026-06-01 03:00,hpc-gpu-064,2791,45.7,55.5,728,11162,27.6
2026-06-01 03:00,hpc-gpu-074,3067,52.3,46.7,671,10104,24.9
2026-06-01 03:00,hpc-gpu-083,3586,63.8,25.8,380,5659,21.2
2026-06-01 03:00,hpc-gpu-093,3770,68.8,58.2,322,10643,26.9
2026-06-01 03:00,hpc-cpu-006,875,0.0,76.7,334,5031,23.0
2026-06-01 03:00,hpc-cpu-016,905,0.0,44.7,356,10902,27.5
2026-06-01 03:00,hpc-cpu-025,819,0.0,66.0,269,10138,24.2
2026-06-01 03:00,infra-007,1642,0.0,26.0,246,5095,22.1
2026-06-01 03:00,infra-016,854,0.0,56.6,320,6058,24.1
2026-06-01 04:00,hpc-gpu-010,2735,44.2,82.6,855,11924,22.0
2026-06-01 04:00,hpc-gpu-019,3012,50.7,36.4,579,7597,25.0
2026-06-01 04:00,hpc-gpu-029,2684,43.6,61.3,415,8735,19.3
2026-06-01 04:00,hpc-gpu-038,2680,42.9,93.6,339,5456,26.6
2026-06-01 04:00,hpc-gpu-047,1669,20.1,49.5,292,8553,24.9
2026-06-01 04:00,hpc-gpu-057,2719,43.3,52.8,252,11626,27.2
2026-06-01 04:00,hpc-gpu-066,1978,26.2,45.9,296,11987,18.5
2026-06-01 04:00,hpc-gpu-076,2119,29.3,36.4,380,8957,23.0
2026-06-01 04:00,hpc-gpu-085,2016,27.6,27.5,684,5203,24.2
2026-06-01 04:00,hpc-gpu-095,2266,33.7,84.4,439,6866,27.8
2026-06-01 04:00,hpc-cpu-008,571,0.0,33.2,321,8597,18.1
2026-06-01 04:00,hpc-cpu-018,584,0.0,34.2,332,6825,26.0
2026-06-01 04:00,hpc-cpu-027,571,0.0,94.2,217,6598,21.8
2026-06-01 04:00,infra-009,877,0.0,20.3,190,6307,24.2
2026-06-01 05:00,hpc-gpu-002,2408,36.1,71.5,351,9965,27.4
2026-06-01 05:00,hpc-gpu-012,3055,50.7,74.2,705,10705,26.5
2026-06-01 05:00,hpc-gpu-021,3645,65.1,60.1,617,7910,21.0
2026-06-01 05:00,hpc-gpu-031,3467,62.1,45.6,876,9159,26.0
2026-06-01 05:00,hpc-gpu-040,3359,58.7,38.0,710,6763,22.0
2026-06-01 05:00,hpc-gpu-050,1766,20.0,86.2,213,10304,21.6
2026-06-01 05:00,hpc-gpu-059,2960,50.8,47.8,267,6585,27.0
2026-06-01 05:00,hpc-gpu-069,2884,48.0,74.8,409,8166,19.3
2026-06-01 05:00,hpc-gpu-078,3145,54.4,46.2,558,11537,18.4
2026-06-01 05:00,hpc-gpu-088,2190,31.9,70.9,544,10403,27.5
2026-06-01 05:00,hpc-cpu-001,890,0.0,93.1,127,8308,18.6
2026-06-01 05:00,hpc-cpu-011,563,0.0,24.0,290,5517,20.0
2026-06-01 05:00,hpc-cpu-020,902,0.0,45.6,153,6638,26.3
2026-06-01 05:00,infra-002,1316,0.0,53.8,247,6102,26.6
2026-06-01 05:00,infra-011,843,0.0,73.6,244,5761,27.3
2026-06-01 06:00,hpc-gpu-005,2127,29.8,39.4,427,6653,27.1
2026-06-01 06:00,hpc-gpu-014,2920,48.1,29.3,256,10288,18.1
2026-06-01 06:00,hpc-gpu-024,2687,44.8,87.5,425,9564,25.1
2026-06-01 06:00,hpc-gpu-033,3496,61.9,36.8,247,8370,19.7
2026-06-01 06:00,hpc-gpu-043,3377,59.4,61.6,642,8073,24.8
2026-06-01 06:00,hpc-gpu-052,3130,53.3,81.3,462,10940,19.6
2026-06-01 06:00,hpc-gpu-061,1893,23.8,68.6,402,10917,22.9
2026-06-01 06:00,hpc-gpu-071,1876,24.0,75.5,253,11445,27.7
2026-06-01 06:00,hpc-gpu-080,2761,46.0,57.9,243,11454,19.8
2026-06-01 06:00,hpc-gpu-090,2139,30.3,59.6,342,5844,23.1
2026-06-01 06:00,hpc-cpu-003,882,0.0,60.5,199,11808,23.6
2026-06-01 06:00,hpc-cpu-013,564,0.0,91.9,79,9505,27.7
2026-06-01 06:00,hpc-cpu-022,912,0.0,84.9,203,7668,27.3
2026-06-01 06:00,infra-004,1180,0.0,61.6,265,7251,23.7
2026-06-01 06:00,infra-013,1601,0.0,31.1,163,7870,26.1
2026-06-01 07:00,hpc-gpu-007,3825,69.6,46.4,520,6040,22.0
2026-06-01 07:00,hpc-gpu-016,1696,20.5,78.5,773,11758,19.8
2026-06-01 07:00,hpc-gpu-026,3335,58.9,57.9,556,10077,23.0
2026-06-01 07:00,hpc-gpu-035,3718,68.3,35.3,427,5049,24.8
2026-06-01 07:00,hpc-gpu-045,1743,21.3,26.1,537,7843,24.1
2026-06-01 07:00,hpc-gpu-054,3521,62.5,89.9,850,5055,27.2
2026-06-01 07:00,hpc-gpu-064,3521,62.8,61.0,488,5754,21.9
2026-06-01 07:00,hpc-gpu-073,3099,52.9,21.4,474,5523,22.8
2026-06-01 07:00,hpc-gpu-083,2626,42.4,58.0,570,8601,23.7
2026-06-01 07:00,hpc-gpu-092,2249,32.1,65.7,830,7149,19.9
2026-06-01 07:00,hpc-cpu-006,653,0.0,75.7,77,8971,22.3
2026-06-01 07:00,hpc-cpu-015,597,0.0,52.1,131,5375,22.3
2026-06-01 07:00,hpc-cpu-025,818,0.0,24.3,183,11322,18.2
2026-06-01 07:00,infra-006,1577,0.0,76.6,163,11567,18.8
2026-06-01 07:00,infra-016,1142,0.0,24.7,216,6888,25.2
2026-06-01 08:00,hpc-gpu-009,4718,92.1,24.2,674,7297,22.7
2026-06-01 08:00,hpc-gpu-019,4619,88.5,45.6,416,10087,21.0
2026-06-01 08:00,hpc-gpu-028,4607,89.2,76.8,669,8143,26.9
2026-06-01 08:00,hpc-gpu-038,4696,89.1,42.9,485,7111,18.8
2026-06-01 08:00,hpc-gpu-047,4743,92.6,90.1,757,5389,28.0
2026-06-01 08:00,hpc-gpu-057,4937,96.0,69.7,654,5408,20.2
2026-06-01 08:00,hpc-gpu-066,4585,88.1,20.7,458,9247,22.5
2026-06-01 08:00,hpc-gpu-075,3886,71.6,86.2,303,8558,24.5
2026-06-01 08:00,hpc-gpu-085,3383,61.9,47.1,895,5778,23.9
2026-06-01 08:00,hpc-gpu-094,4880,95.4,59.8,846,6454,24.0
2026-06-01 08:00,hpc-cpu-008,861,0.0,92.5,171,11938,22.6
2026-06-01 08:00,hpc-cpu-017,860,0.0,83.6,351,9313,27.3
2026-06-01 08:00,hpc-cpu-027,916,0.0,64.6,322,10154,27.7
2026-06-01 08:00,infra-008,1575,0.0,62.3,276,11087,25.8
2026-06-01 09:00,hpc-gpu-002,4253,79.5,38.7,525,8945,28.0
2026-06-01 09:00,hpc-gpu-011,3673,67.3,21.7,348,8754,22.8
2026-06-01 09:00,hpc-gpu-021,4948,95.5,35.4,632,5907,18.0
2026-06-01 09:00,hpc-gpu-030,3498,63.8,84.0,554,10364,20.2
2026-06-01 09:00,hpc-gpu-040,3735,66.6,89.2,565,10008,19.1
2026-06-01 09:00,hpc-gpu-049,4896,96.1,58.0,290,11101,21.6
2026-06-01 09:00,hpc-gpu-059,3746,68.9,89.1,592,5315,22.1
2026-06-01 09:00,hpc-gpu-068,3519,62.9,41.5,261,11016,23.9
2026-06-01 09:00,hpc-gpu-078,4942,97.8,64.7,750,10383,21.5
2026-06-01 09:00,hpc-gpu-087,4224,79.8,48.8,636,8080,21.9
2026-06-01 09:00,hpc-cpu-001,774,0.0,94.9,256,9768,24.8
2026-06-01 09:00,hpc-cpu-010,695,0.0,86.9,178,10070,18.8
2026-06-01 09:00,hpc-cpu-020,616,0.0,41.7,114,9719,24.9
2026-06-01 09:00,infra-001,1282,0.0,66.2,373,5672,23.0
2026-06-01 09:00,infra-011,1235,0.0,87.4,298,11796,24.4
2026-06-01 10:00,hpc-gpu-004,4792,92.8,45.7,862,5502,22.9
2026-06-01 10:00,hpc-gpu-014,4565,87.9,90.0,346,11961,25.7
2026-06-01 10:00,hpc-gpu-023,4726,92.0,85.4,831,7372,21.5
2026-06-01 10:00,hpc-gpu-033,4111,76.8,83.7,429,7376,27.0
2026-06-01 10:00,hpc-gpu-042,4343,82.0,37.7,826,5316,20.0
2026-06-01 10:00,hpc-gpu-052,4976,96.0,34.5,834,5374,21.1
2026-06-01 10:00,hpc-gpu-061,3509,62.1,39.5,333,8211,24.1
2026-06-01 10:00,hpc-gpu-071,3945,73.1,76.6,507,10494,27.8
2026-06-01 10:00,hpc-gpu-080,4392,82.6,94.8,750,6915,20.6
2026-06-01 10:00,hpc-gpu-089,4676,88.8,36.4,655,10358,21.6
2026-06-01 10:00,hpc-cpu-003,884,0.0,28.8,195,10871,24.2
2026-06-01 10:00,hpc-cpu-012,699,0.0,89.1,350,11781,24.5
2026-06-01 10:00,hpc-cpu-022,578,0.0,69.3,398,9564,24.1
2026-06-01 10:00,infra-003,1553,0.0,71.0,168,7533,21.1
2026-06-01 10:00,infra-013,1418,0.0,89.8,382,11644,27.4
2026-06-01 11:00,hpc-gpu-006,3845,70.4,50.1,534,8805,20.7
2026-06-01 11:00,hpc-gpu-016,4419,84.5,93.7,418,6303,22.0
2026-06-01 11:00,hpc-gpu-025,4402,82.9,20.2,397,8767,19.8
2026-06-01 11:00,hpc-gpu-035,4248,79.4,25.2,617,5095,21.2
2026-06-01 11:00,hpc-gpu-044,4898,95.0,86.6,483,5268,18.5
2026-06-01 11:00,hpc-gpu-054,4848,94.7,25.9,777,8831,24.7
2026-06-01 11:00,hpc-gpu-063,4669,88.9,91.8,216,8765,20.2
2026-06-01 11:00,hpc-gpu-073,4245,80.3,20.5,305,7960,26.0
2026-06-01 11:00,hpc-gpu-082,4810,92.9,64.0,861,9022,19.2
2026-06-01 11:00,hpc-gpu-092,4591,88.1,79.9,707,6415,24.9
2026-06-01 11:00,hpc-cpu-005,680,0.0,91.8,158,7309,19.9
2026-06-01 11:00,hpc-cpu-015,790,0.0,75.3,192,5438,26.7
2026-06-01 11:00,hpc-cpu-024,851,0.0,75.2,56,7527,18.2
2026-06-01 11:00,infra-006,1358,0.0,58.0,161,6796,18.2
2026-06-01 11:00,infra-015,1604,0.0,54.8,336,10083,22.9
2026-06-01 12:00,hpc-gpu-009,4973,97.3,23.7,786,8427,26.1
2026-06-01 12:00,hpc-gpu-018,4172,78.6,20.7,878,10260,19.6
2026-06-01 12:00,hpc-gpu-028,4298,80.7,44.9,322,10379,22.0
2026-06-01 12:00,hpc-gpu-037,4125,77.1,93.8,566,6276,18.2
2026-06-01 12:00,hpc-gpu-047,4950,97.0,49.2,542,7918,26.3
2026-06-01 12:00,hpc-gpu-056,4902,96.2,24.4,888,11004,24.6
2026-06-01 12:00,hpc-gpu-066,3530,62.9,52.1,367,9412,26.1
2026-06-01 12:00,hpc-gpu-075,4304,81.5,92.0,390,10211,22.2
2026-06-01 12:00,hpc-gpu-085,4107,77.0,86.9,631,8691,21.3
2026-06-01 12:00,hpc-gpu-094,3965,73.3,43.1,347,6210,24.4
2026-06-01 12:00,hpc-cpu-007,575,0.0,37.3,280,5811,21.9
2026-06-01 12:00,hpc-cpu-017,691,0.0,83.7,255,6128,18.2
2026-06-01 12:00,hpc-cpu-026,942,0.0,37.6,302,8044,24.5
2026-06-01 12:00,infra-008,1583,0.0,87.4,210,8080,19.8
2026-06-01 13:00,hpc-gpu-001,5029,97.9,65.2,517,6558,25.4
2026-06-01 13:00,hpc-gpu-011,4971,97.1,51.6,276,6732,26.8
2026-06-01 13:00,hpc-gpu-020,4620,88.2,57.6,769,10216,18.2
2026-06-01 13:00,hpc-gpu-030,4813,93.2,31.5,666,6862,21.6
2026-06-01 13:00,hpc-gpu-039,4676,89.7,50.3,542,7486,20.8
2026-06-01 13:00,hpc-gpu-049,3719,68.4,20.1,808,9700,19.0
2026-06-01 13:00,hpc-gpu-058,4639,89.8,74.6,489,7273,26.5
2026-06-01 13:00,hpc-gpu-068,4568,87.1,22.3,403,9259,21.6
2026-06-01 13:00,hpc-gpu-077,4986,96.8,46.5,830,10512,18.7
2026-06-01 13:00,hpc-gpu-087,3585,64.0,34.3,483,8770,26.4
2026-06-01 13:00,hpc-gpu-096,4563,87.8,29.4,393,6548,21.8
2026-06-01 13:00,hpc-cpu-010,807,0.0,26.5,175,7884,26.4
2026-06-01 13:00,hpc-cpu-019,882,0.0,57.9,362,11081,23.7
2026-06-01 13:00,infra-001,1240,0.0,74.5,305,6550,27.0
2026-06-01 13:00,infra-010,982,0.0,69.4,392,5780,22.6
2026-06-01 14:00,hpc-gpu-004,3674,65.5,71.7,290,6334,26.2
2026-06-01 14:00,hpc-gpu-013,4274,80.5,63.9,260,10940,23.5
2026-06-01 14:00,hpc-gpu-023,3931,72.4,92.8,778,11822,26.5
2026-06-01 14:00,hpc-gpu-032,4570,87.1,60.1,771,8337,25.8
2026-06-01 14:00,hpc-gpu-042,4038,75.3,48.0,891,10974,21.9
2026-06-01 14:00,hpc-gpu-051,4418,84.6,54.7,840,6435,22.6
2026-06-01 14:00,hpc-gpu-061,4580,89.7,41.5,533,11110,18.4
2026-06-01 14:00,hpc-gpu-070,3976,73.8,50.6,826,7271,21.8
2026-06-01 14:00,hpc-gpu-080,4119,75.5,74.0,334,10753,21.3
2026-06-01 14:00,hpc-gpu-089,3910,71.4,82.4,430,9148,19.4
2026-06-01 14:00,hpc-cpu-003,636,0.0,63.1,310,11799,26.8
2026-06-01 14:00,hpc-cpu-012,901,0.0,38.0,202,6471,26.8
2026-06-01 14:00,hpc-cpu-021,559,0.0,85.6,266,7841,23.3
2026-06-01 14:00,infra-003,976,0.0,93.5,88,5712,25.5
2026-06-01 14:00,infra-012,1322,0.0,64.5,321,9307,23.9
2026-06-01 15:00,hpc-gpu-006,4491,85.3,59.8,238,11669,25.9
2026-06-01 15:00,hpc-gpu-015,4869,94.2,69.1,259,11651,19.1
2026-06-01 15:00,hpc-gpu-025,3940,73.3,26.9,662,8824,22.3
2026-06-01 15:00,hpc-gpu-034,4760,91.9,48.5,231,9996,27.3
2026-06-01 15:00,hpc-gpu-044,3648,66.0,59.9,397,5673,22.7
2026-06-01 15:00,hpc-gpu-053,4930,95.7,39.4,879,9181,18.1
2026-06-01 15:00,hpc-gpu-063,4434,85.3,57.1,229,6347,22.2
2026-06-01 15:00,hpc-gpu-072,4219,77.3,58.6,563,11652,24.5
2026-06-01 15:00,hpc-gpu-082,4225,79.4,65.5,393,7992,22.8
2026-06-01 15:00,hpc-gpu-091,3492,61.6,91.9,324,8719,18.4
2026-06-01 15:00,hpc-cpu-005,751,0.0,47.6,106,6760,20.1
2026-06-01 15:00,hpc-cpu-014,650,0.0,38.2,354,9377,18.0
2026-06-01 15:00,hpc-cpu-024,795,0.0,28.7,94,5503,24.9
2026-06-01 15:00,infra-005,1395,0.0,48.2,156,6777,18.5
2026-06-01 15:00,infra-015,1221,0.0,27.8,147,8762,25.0
2026-06-01 16:00,hpc-gpu-008,4987,96.5,93.2,695,10282,23.6
2026-06-01 16:00,hpc-gpu-018,4368,82.8,84.5,202,6329,20.2
2026-06-01 16:00,hpc-gpu-027,3976,73.2,57.1,530,9056,20.2
2026-06-01 16:00,hpc-gpu-037,4311,82.7,39.7,606,9945,18.3
2026-06-01 16:00,hpc-gpu-046,3611,64.8,39.5,272,8593,18.7
2026-06-01 16:00,hpc-gpu-056,4703,90.4,85.2,686,6302,18.3
2026-06-01 16:00,hpc-gpu-065,4305,82.8,48.1,459,11806,20.3
2026-06-01 16:00,hpc-gpu-075,3790,70.4,75.9,233,5321,26.1
2026-06-01 16:00,hpc-gpu-084,4652,89.6,25.6,423,7235,21.3
2026-06-01 16:00,hpc-gpu-094,3703,67.3,31.0,754,8255,25.9
2026-06-01 16:00,hpc-cpu-007,491,0.0,31.8,150,7295,22.2
2026-06-01 16:00,hpc-cpu-017,875,0.0,65.8,245,5674,26.0
2026-06-01 16:00,hpc-cpu-026,569,0.0,80.6,331,8483,23.3
2026-06-01 16:00,infra-007,1299,0.0,49.5,203,8744,21.9
2026-06-01 17:00,hpc-gpu-001,3666,65.9,94.3,823,9151,23.4
2026-06-01 17:00,hpc-gpu-010,3981,74.4,91.2,493,10716,20.8
2026-06-01 17:00,hpc-gpu-020,4201,80.0,26.7,524,10754,19.9
2026-06-01 17:00,hpc-gpu-029,3565,64.1,42.6,746,8677,27.6
2026-06-01 17:00,hpc-gpu-039,4027,75.2,33.0,334,10335,18.6
2026-06-01 17:00,hpc-gpu-048,4337,83.2,81.7,326,9867,25.9
2026-06-01 17:00,hpc-gpu-058,3522,62.6,27.1,439,5826,22.8
2026-06-01 17:00,hpc-gpu-067,4053,75.6,59.1,771,10959,20.4
2026-06-01 17:00,hpc-gpu-077,4562,88.1,45.4,559,9464,23.4
2026-06-01 17:00,hpc-gpu-086,3562,64.5,91.0,503,6363,27.3
2026-06-01 17:00,hpc-gpu-096,3862,70.8,70.2,299,10150,24.5
2026-06-01 17:00,hpc-cpu-009,851,0.0,57.6,295,5218,26.9
2026-06-01 17:00,hpc-cpu-019,501,0.0,67.3,282,11593,27.5
2026-06-01 17:00,hpc-cpu-028,915,0.0,49.0,212,10632,23.8
2026-06-01 17:00,infra-010,1135,0.0,38.2,285,7639,24.3
2026-06-01 18:00,hpc-gpu-003,4179,78.2,63.6,342,10585,18.4
2026-06-01 18:00,hpc-gpu-013,3756,67.5,23.7,617,9502,24.0
2026-06-01 18:00,hpc-gpu-022,3796,70.1,73.0,798,5160,23.7
2026-06-01 18:00,hpc-gpu-032,4541,87.2,84.7,662,5213,26.6
2026-06-01 18:00,hpc-gpu-041,4511,85.5,22.8,475,10417,27.0
2026-06-01 18:00,hpc-gpu-051,4370,81.3,76.6,588,11567,27.8
2026-06-01 18:00,hpc-gpu-060,3896,71.6,40.0,769,11862,25.7
2026-06-01 18:00,hpc-gpu-070,3879,72.3,25.5,762,11981,18.6
2026-06-01 18:00,hpc-gpu-079,4933,96.0,85.8,255,8877,26.2
2026-06-01 18:00,hpc-gpu-089,4601,87.9,70.5,208,5412,24.5
2026-06-01 18:00,hpc-cpu-002,540,0.0,45.2,250,5298,24.1
2026-06-01 18:00,hpc-cpu-012,894,0.0,93.4,121,9039,18.1
2026-06-01 18:00,hpc-cpu-021,977,0.0,52.5,169,6488,24.0
2026-06-01 18:00,infra-003,1445,0.0,88.8,352,11962,19.8
2026-06-01 18:00,infra-012,1163,0.0,48.1,314,7065,19.2
2026-06-01 19:00,hpc-gpu-005,2363,36.1,90.0,646,5188,24.6
2026-06-01 19:00,hpc-gpu-015,1763,21.5,68.1,488,7418,20.2
2026-06-01 19:00,hpc-gpu-024,2307,34.4,24.2,673,9541,26.0
2026-06-01 19:00,hpc-gpu-034,2213,31.3,67.7,856,10503,20.7
2026-06-01 19:00,hpc-gpu-043,3550,62.9,88.3,251,10294,20.6
2026-06-01 19:00,hpc-gpu-053,2507,39.3,80.8,398,5241,19.1
2026-06-01 19:00,hpc-gpu-062,2206,32.3,63.5,704,7317,24.0
2026-06-01 19:00,hpc-gpu-072,3106,54.1,91.1,595,7780,20.7
2026-06-01 19:00,hpc-gpu-081,2028,27.4,83.1,243,7239,19.4
2026-06-01 19:00,hpc-gpu-091,2397,36.5,93.1,281,10411,21.7
2026-06-01 19:00,hpc-cpu-004,803,0.0,44.2,258,6939,25.3
2026-06-01 19:00,hpc-cpu-014,971,0.0,69.1,236,6424,26.3
2026-06-01 19:00,hpc-cpu-023,558,0.0,82.5,89,11816,24.9
2026-06-01 19:00,infra-005,984,0.0,72.4,316,8202,19.8
2026-06-01 19:00,infra-014,882,0.0,60.7,119,5594,23.3
2026-06-01 20:00,hpc-gpu-008,2962,48.7,55.0,652,8263,24.4
2026-06-01 20:00,hpc-gpu-017,2540,39.1,82.9,460,10216,22.3
2026-06-01 20:00,hpc-gpu-027,3468,61.5,33.4,783,10440,25.6
2026-06-01 20:00,hpc-gpu-036,2375,36.7,33.5,395,7328,23.6
2026-06-01 20:00,hpc-gpu-046,1871,25.1,36.5,736,7581,19.7
2026-06-01 20:00,hpc-gpu-055,3217,55.9,86.6,337,8077,25.5
2026-06-01 20:00,hpc-gpu-065,2859,48.6,27.3,827,9199,25.0
2026-06-01 20:00,hpc-gpu-074,2403,37.0,34.1,568,9807,22.9
2026-06-01 20:00,hpc-gpu-084,2633,41.9,34.9,475,8414,21.5
2026-06-01 20:00,hpc-gpu-093,1742,21.6,29.3,689,10900,18.2
2026-06-01 20:00,hpc-cpu-007,632,0.0,68.1,100,9434,22.0
2026-06-01 20:00,hpc-cpu-016,848,0.0,64.5,77,11227,24.2
2026-06-01 20:00,hpc-cpu-026,815,0.0,36.8,227,9540,23.6
2026-06-01 20:00,infra-007,1322,0.0,27.3,310,11292,20.6
2026-06-01 21:00,hpc-gpu-001,2578,41.2,63.6,422,7682,22.4
2026-06-01 21:00,hpc-gpu-010,2942,49.0,44.0,338,7930,20.9
2026-06-01 21:00,hpc-gpu-019,3451,60.9,29.4,884,8182,26.2
2026-06-01 21:00,hpc-gpu-029,2884,47.4,50.4,785,5511,23.7
2026-06-01 21:00,hpc-gpu-038,2255,33.0,82.3,387,7402,20.0
2026-06-01 21:00,hpc-gpu-048,3106,53.4,57.0,672,10713,24.9
2026-06-01 21:00,hpc-gpu-057,3390,59.9,70.1,716,10196,23.0
2026-06-01 21:00,hpc-gpu-067,1827,23.6,44.5,288,6585,20.3
2026-06-01 21:00,hpc-gpu-076,3087,53.4,63.5,653,7406,25.7
2026-06-01 21:00,hpc-gpu-086,2227,32.7,94.8,448,7705,19.2
2026-06-01 21:00,hpc-gpu-095,2049,28.8,92.9,642,11901,21.4
2026-06-01 21:00,hpc-cpu-009,921,0.0,43.3,115,5813,18.5
2026-06-01 21:00,hpc-cpu-018,705,0.0,37.5,129,8254,18.1
2026-06-01 21:00,hpc-cpu-028,573,0.0,38.4,309,9009,25.6
2026-06-01 21:00,infra-009,1175,0.0,46.1,342,6794,18.8
2026-06-01 22:00,hpc-gpu-003,2368,35.6,54.4,589,8187,26.9
2026-06-01 22:00,hpc-gpu-012,3089,53.4,87.3,587,9834,24.2
2026-06-01 22:00,hpc-gpu-022,2612,42.0,42.2,443,8637,27.4
2026-06-01 22:00,hpc-gpu-031,2397,35.4,40.7,511,6483,18.5
2026-06-01 22:00,hpc-gpu-041,1812,21.6,77.1,701,10085,18.6
2026-06-01 22:00,hpc-gpu-050,3609,64.2,34.1,565,8584,24.0
2026-06-01 22:00,hpc-gpu-060,2334,35.7,93.1,855,9493,18.2
2026-06-01 22:00,hpc-gpu-069,2372,35.4,35.0,770,8660,20.3
2026-06-01 22:00,hpc-gpu-079,1752,21.3,90.0,439,9402,18.1
2026-06-01 22:00,hpc-gpu-088,2095,28.2,37.9,246,5463,18.1
2026-06-01 22:00,hpc-cpu-002,773,0.0,73.3,234,10389,25.5
2026-06-01 22:00,hpc-cpu-011,619,0.0,47.1,324,6679,24.9
2026-06-01 22:00,hpc-cpu-021,757,0.0,92.7,281,6380,25.5
2026-06-01 22:00,infra-002,1368,0.0,25.8,170,10616,22.8
2026-06-01 22:00,infra-012,1362,0.0,62.0,131,9526,26.8
2026-06-01 23:00,hpc-gpu-005,2129,30.6,24.6,469,7868,21.2
2026-06-01 23:00,hpc-gpu-015,2165,30.3,85.5,897,7399,25.6
2026-06-01 23:00,hpc-gpu-024,3378,59.3,43.1,355,8293,27.2
2026-06-01 23:00,hpc-gpu-033,1998,26.8,72.3,762,7959,19.0
